GCA944341445	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CALVLZ01	CALVLZ01 sp944341445
GCA944341655	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944341655
GCA944341895	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944341895
GCA944342015	Bacteria	Bacillota	Clostridia	Christensenellales	CALVMC01	CALVMC01	CALVMC01 sp944342015
GCA944342025	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944342025
GCA944342055	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	RGIG8762	RGIG8762 sp944342055
GCA944342125	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944342125
GCA944343275	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944343275
GCA944345045	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944345045
GCA944345365	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944345365
GCA944345545	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccopulliclostridium	Caccopulliclostridium sp944345545
GCA944345705	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944345705
GCA944346365	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas merdigallinarum_A
GCA944346655	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944346655
GCA944346885	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944346885
GCA944347775	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	QANA01	QANA01 sp944347775
GCA944348085	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944348085
GCA944349335	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	Enterosoma	Enterosoma sp944349335
GCA944349375	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349375
GCA944349405	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944349405
GCA944349415	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349415
GCA944349515	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349515
GCA944349535	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349535
GCA944349545	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Limiplasma	Limiplasma sp944349545
GCA944349595	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Alectryobacillus	Alectryobacillus sp944349595
GCA944349615	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349615
GCA944349635	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	Limadaptatus	Limadaptatus sp944349635
GCA944349655	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	CAG-1782	CAG-1782 sp944349655
GCA944349735	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	Stercoripulliclostridium_A	Stercoripulliclostridium_A sp944349735
GCA944349765	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CALVNN01	CALVNN01 sp944349765
GCA944349805	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccopulliclostridium	Caccopulliclostridium sp944349805
GCA944349855	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Beduinella	Beduinella sp944349855
GCA944349895	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349895
GCA944349905	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349905
GCA944349915	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349915
GCA944349925	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944349925
GCA944350015	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944350015
GCA944350065	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	Stercoripulliclostridium_A	Stercoripulliclostridium_A sp944350065
GCA944350085	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CALVNY01	CALVNY01 sp944350085
GCA944350095	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccopulliclostridium	Caccopulliclostridium sp944350095
GCA944350115	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944350115
GCA944350145	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944350145
GCA944350225	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944350225
GCA944350265	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944350265
GCA944350275	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944350275
GCA944350285	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944350285
GCA944350305	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVN01	CALVVN01 sp944350305
GCA944350315	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG705	RUG705 sp944350315
GCA944350325	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp944350325
GCA944350335	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVN01	CALVVN01 sp944350335
GCA944350345	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVN01	CALVVN01 sp944350345
GCA944350365	Bacteria	Bacillota	Bacilli	RF39	UBA660	Scybalousia	Scybalousia sp944350365
GCA944350385	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG14891	RUG14891 sp944350385
GCA944350395	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG11867	RUG11867 sp944350395
GCA944350405	Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS1449	UMGS1449 sp944350405
GCA944350415	Bacteria	Bacillota	Bacilli	RF39	UBA660	Scybalousia	Scybalousia sp944350415
GCA944350425	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944350425
GCA944350445	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG591	RUG591 sp944350445
GCA944350485	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG591	RUG591 sp944350485
GCA944350495	Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA5578	UBA5578 sp944350495
GCA944351315	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944351315
GCA944351345	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG11198	RUG11198 sp944351345
GCA944351375	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944351375
GCA944351395	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	CALVUG01	CALVUG01 sp944351395
GCA944351415	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944351415
GCA944351765	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVX01	CALVVX01 sp944351765
GCA944353735	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Faecivicinus	Faecivicinus sp944353735
GCA944353935	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944353935
GCA944354035	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944354035
GCA944354085	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944354085
GCA944354125	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944354125
GCA944354265	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944354265
GCA944354535	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944354535
GCA944354725	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944354725
GCA944355255	Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS2016	UMGS2016 sp944355255
GCA944355355	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944355355
GCA944358115	Bacteria	Bacillota	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp944358115
GCA944358125	Bacteria	Bacillota	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp944358125
GCA944358135	Bacteria	Bacillota	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp944358135
GCA944358145	Bacteria	Bacillota	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp944358145
GCA944358165	Bacteria	Bacillota	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp944358165
GCA944358225	Bacteria	Bacillota	Bacilli	RF39	UBA660	HGM10766	HGM10766 sp944358225
GCA944358235	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-582	CAG-582 sp944358235
GCA944358255	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVN01	CALVVN01 sp944358255
GCA944358265	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-433	CAG-433 sp944358265
GCA944358275	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1193	CAG-1193 sp944358275
GCA944358305	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944358305
GCA944358325	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVXF01	CALVXF01 sp944358325
GCA944358355	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944358355
GCA944358385	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	Limadaptatus	Limadaptatus sp944358385
GCA944358405	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVQX01	CALVQX01 sp944358405
GCA944358415	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358415
GCA944358435	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-877	CAG-877 sp944358435
GCA944358455	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVRE01	CALVRE01 sp944358455
GCA944358495	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358495
GCA944358505	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944358505
GCA944358525	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358525
GCA944358535	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358535
GCA944358545	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358545
GCA944358565	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358565
GCA944358625	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358625
GCA944358655	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944358655
GCA944358665	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358665
GCA944358675	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358675
GCA944358695	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358695
GCA944358705	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944358705
GCA944358725	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358725
GCA944358735	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358735
GCA944358755	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944358755
GCA944358775	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecenecus	Faecenecus sp944358775
GCA944358795	Bacteria	Bacillota	Bacilli	RF39	UBA660	MGBC107952	MGBC107952 sp944358795
GCA944358805	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVX01	CALVVX01 sp944358805
GCA944358815	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944358815
GCA944358825	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVX01	CALVVX01 sp944358825
GCA944358855	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944358855
GCA944358865	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	CAJOOD01	CAJOOD01 sp944358865
GCA944358875	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVUN01	CALVUN01 sp944358875
GCA944358895	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp944358895
GCA944358945	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944358945
GCA944358985	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	CAJOOD01	CAJOOD01 sp944358985
GCA944359015	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944359015
GCA944359025	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944359025
GCA944359055	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944359055
GCA944359065	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944359065
GCA944359075	Bacteria	Bacillota	Bacilli	RF39	UBA660	Scybalousia	Scybalousia sp944359075
GCA944359085	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944359085
GCA944359095	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944359095
GCA944359365	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944359365
GCA944359385	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944359385
GCA944359595	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVSV01	CALVSV01 sp944359595
GCA944359625	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp944359625
GCA944359705	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVX01	CALVVX01 sp944359705
GCA944359725	Bacteria	Bacillota	Bacilli	RF39	UBA660	Aphodocola	Aphodocola sp944359725
GCA944359735	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944359735
GCA944359885	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944359885
GCA944359935	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944359935
GCA944360025	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944360025
GCA944360075	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944360075
GCA944360115	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	Limadaptatus	Limadaptatus sp944360115
GCA944361835	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccopulliclostridium	Caccopulliclostridium sp944361835
GCA944362545	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944362545
GCA944362555	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944362555
GCA944362615	Bacteria	Bacillota	Clostridia	Christensenellales	Pumilibacteraceae	Protoclostridium	Protoclostridium sp944362615
GCA944362695	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Ventricola	Ventricola sp944362695
GCA944362705	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CALVTO01	CALVTO01 sp944362705
GCA944362765	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	Stercoripulliclostridium_A	Stercoripulliclostridium_A sp944362765
GCA944362965	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944362965
GCA944363005	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Ventricola	Ventricola sp944363005
GCA944363035	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	Limadaptatus	Limadaptatus sp944363035
GCA944363045	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944363045
GCA944363255	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944363255
GCA944363385	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944363385
GCA944363395	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944363395
GCA944363505	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	Stercoripulliclostridium_A	Stercoripulliclostridium_A sp944363505
GCA944363525	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Alloenteromonas	Alloenteromonas sp944363525
GCA944363535	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	CALVUG01	CALVUG01 sp944363535
GCA944363555	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UMGS775	UMGS775 sp944363555
GCA944363565	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp944363565
GCA944363575	Bacteria	Bacillota	Bacilli	RFN20	DUOF01	CALVUJ01	CALVUJ01 sp944363575
GCA944363595	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVUN01	CALVUN01 sp944363595
GCA944363605	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944363605
GCA944363615	Bacteria	Bacillota	Clostridia	Christensenellales	Pumilibacteraceae	UBA10677	UBA10677 sp944363615
GCA944363635	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVUP01	CALVUP01 sp944363635
GCA944363645	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UBA4636	UBA4636 sp944363645
GCA944363665	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944363665
GCA944363675	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944363675
GCA944363685	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944363685
GCA944363695	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944363695
GCA944363705	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944363705
GCA944363715	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944363715
GCA944363735	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944363735
GCA944363775	Bacteria	Bacillota	Bacilli	RF39	UBA660	Pelethosoma	Pelethosoma sp944363775
GCA944363785	Bacteria	Bacillota	Bacilli	RF39	UBA660	Scybalousia	Scybalousia sp944363785
GCA944363795	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944363795
GCA944363815	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944363815
GCA944363825	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944363825
GCA944363835	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944363835
GCA944363855	Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS1613	UMGS1613 sp944363855
GCA944363865	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVN01	CALVVN01 sp944363865
GCA944363885	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVN01	CALVVN01 sp944363885
GCA944363895	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944363895
GCA944363915	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944363915
GCA944363925	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944363925
GCA944363935	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944363935
GCA944363995	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944363995
GCA944364015	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVX01	CALVVX01 sp944364015
GCA944364075	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Egerieenecus	Egerieenecus sp944364075
GCA944364445	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944364445
GCA944364615	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-314	Limihabitans	Limihabitans sp900554285
GCA944364655	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944364655
GCA944364705	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG12867	RUG12867 sp944364705
GCA944366945	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-138	UBA1685	UBA1685 sp944366945
GCA944367045	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944367045
GCA944367185	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944367185
GCA944367415	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944367415
GCA944367465	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944367465
GCA944367495	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944367495
GCA944367535	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UBA1259	UBA1259 sp944367535
GCA944367565	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UMGS775	UMGS775 sp944367565
GCA944367955	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944367955
GCA944368065	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944368065
GCA944368155	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944368155
GCA944368215	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944368215
GCA944368635	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp944368635
GCA944368775	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944368775
GCA944368795	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944368795
GCA944368805	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVXC01	CALVXC01 sp944368805
GCA944368815	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVX01	CALVVX01 sp944368815
GCA944368875	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVXF01	CALVXF01 sp944368875
GCA944368925	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944368925
GCA944368945	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944368945
GCA944368975	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944368975
GCA944369075	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944369075
GCA944369635	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UMGS775	UMGS775 sp944369635
GCA944371305	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944371305
GCA944371315	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944371315
GCA944371325	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944371325
GCA944371435	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp944371435
GCA944371445	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG12867	RUG12867 sp944371445
GCA944371525	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALVVX01	CALVVX01 sp944371525
GCA944371545	Bacteria	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	Ventrenecus sp944371545
GCA944371605	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	Enterosoma	Enterosoma sp944371605
GCA944371685	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp944371685
GCA944371785	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	Stercoripulliclostridium_A	Stercoripulliclostridium_A sp944371785
GCA944371905	Bacteria	Bacillota	Bacilli	RF39	UBA660	RGIG3091	RGIG3091 sp944371905
GCA944371955	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944371955
GCA944371995	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944371995
GCA944372025	Bacteria	Bacillota	Bacilli	RF39	UBA660	JAFSEX01	JAFSEX01 sp944372025
GCA944372055	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecimonas	Faecimonas sp944372055
GCA944372075	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944372075
GCA944372095	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	CAG-1782	CAG-1782 sp944372095
GCA944372115	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Onthovivens	Onthovivens sp944372115
GCA944372195	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944372195
GCA944372205	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944372205
GCA944372215	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp944372215
GCA944372245	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	CAG-568	CAG-568 sp944372245
GCA944372275	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp944372275
GCA944372325	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccopulliclostridium	Caccopulliclostridium sp944372325
GCA944372335	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372335
GCA944372345	Bacteria	Bacillota	Clostridia	Christensenellales	Pumilibacteraceae	Protoclostridium	Protoclostridium sp944372345
GCA944372355	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372355
GCA944372365	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372365
GCA944372415	Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS1124	UMGS1124 sp944372415
GCA944372425	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG13868	RUG13868 sp944372425
GCA944372435	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372435
GCA944372445	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372445
GCA944372455	Bacteria	Bacillota	Bacilli	RF39	UBA660	SIG205	SIG205 sp944372455
